Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
242,10x15_nadir,98.50,600,9.50,2,16.0,33.1,+Y,51.5,71.63,43.0,21.2,-Y+-X+-Z++Z,1.348,55.15,33.8,21.3,-Y+-Z++Z++X,1.332,71.18,42.9,22.7,-Y+-X+-Z++Z,1.360,44.84,27.7,15.2,-X+-Z++Z++X,1.265,64.05,43.0,25.3,-Y+-X+-Z++X,1.328,64.09,41.3,20.8,-Y+-X++Z++X,1.304
243,10x10_nadir,97.90,500,13.50,3,18.0,36.1,+Y,51.5,54.69,32.2,18.4,-Y+-X+-Z++Z,1.319,54.30,29.2,15.1,-Y++X+-Z++Z,1.321,67.96,38.2,21.0,-Y+-X++X+-Z,1.376,51.27,28.3,15.2,-X++X+-Z++Z,1.308,68.04,39.7,20.3,-Y+-X++X+-Z,1.352,54.09,31.1,19.6,-Y+-X++X++Z,1.340
244,10x10_nadir,98.20,500,13.50,3,18.0,36.1,+Y,51.5,54.68,32.2,18.3,-Y+-X+-Z++Z,1.318,54.30,29.2,15.1,-Y++X+-Z++Z,1.321,67.96,38.2,21.0,-Y+-X++X+-Z,1.376,51.27,28.3,15.0,-X++X+-Z++Z,1.307,68.04,39.6,20.3,-Y+-X++X+-Z,1.352,54.09,31.1,19.6,-Y+-X++X++Z,1.340
245,10x10_nadir,98.50,500,13.50,3,18.0,36.1,+Y,51.5,54.68,32.2,18.2,-Y+-X+-Z++Z,1.317,54.30,29.2,15.1,-Y++X+-Z++Z,1.320,67.96,38.2,21.0,-Y+-X++X+-Z,1.376,51.27,28.3,14.9,-X++X+-Z++Z,1.305,68.04,39.6,20.3,-Y+-X++X+-Z,1.352,54.09,31.1,19.6,-Y+-X++X++Z,1.340
246,10x15_nadir,97.60,600,9.50,2,16.0,33.1,+Y,51.5,71.65,43.0,21.2,-Y+-X+-Z++Z,1.348,55.20,33.5,21.2,-Y+-Z++Z++X,1.336,71.20,42.9,22.7,-Y+-X+-Z++Z,1.359,44.77,27.6,15.1,-X+-Z++Z++X,1.263,64.04,42.9,25.3,-Y+-X+-Z++X,1.329,64.17,41.8,20.8,-Y+-X++Z++X,1.298
247,10x15_nadir,98.20,600,11.00,3,20.0,36.3,+Y,51.2,61.81,32.1,16.0,-X+-Y+-Z++Z,1.353,40.42,24.6,9.5,-Y+-Z++Z++X,1.210,61.36,32.2,19.3,-X+-Y+-Z++Z,1.381,50.78,28.5,15.0,-X+-Z++Z++X,1.300,52.32,32.3,18.4,-X+-Y+-Z++X,1.300,52.39,29.9,16.1,-X+-Y++Z++X,1.307
248,10x10_nadir,97.90,600,13.00,3,20.0,36.3,+Y,51.1,50.16,30.3,12.3,-X+-Z+-Y++Z,1.245,50.21,25.3,9.0,+X+-Z+-Y++Z,1.276,64.50,32.9,18.0,-X++X+-Z+-Y,1.384,53.49,27.7,13.5,-X++X+-Z++Z,1.316,64.60,34.3,17.3,-X++X+-Z+-Y,1.362,50.49,26.6,14.0,-X++X+-Y++Z,1.311
249,10x10_nadir,98.20,600,13.00,3,20.0,36.3,+Y,51.1,50.14,30.3,12.3,-X+-Z+-Y++Z,1.245,50.19,25.3,9.0,+X+-Z+-Y++Z,1.276,64.48,32.9,18.0,-X++X+-Z+-Y,1.384,53.46,27.7,13.5,-X++X+-Z++Z,1.316,64.57,34.3,17.3,-X++X+-Z+-Y,1.362,50.45,26.6,14.0,-X++X+-Y++Z,1.311
250,10x15_nadir,98.20,600,9.50,2,16.0,33.3,+Y,51.0,71.62,43.0,21.2,-Y+-X+-Z++Z,1.348,55.13,33.4,21.3,-Y+-Z++Z++X,1.336,71.17,42.9,22.7,-Y+-X+-Z++Z,1.359,44.80,27.7,15.1,-X+-Z++Z++X,1.264,64.03,42.9,25.3,-Y+-X+-Z++X,1.329,64.09,41.3,20.8,-Y+-X++Z++X,1.304
251,10x15_nadir,97.90,600,9.50,2,16.0,33.3,+Y,51.0,71.63,43.0,21.2,-Y+-X+-Z++Z,1.348,55.15,33.5,21.3,-Y+-Z++Z++X,1.336,71.18,42.9,22.7,-Y+-X+-Z++Z,1.359,44.77,27.7,15.1,-X+-Z++Z++X,1.264,64.02,42.9,25.3,-Y+-X+-Z++X,1.329,64.12,41.4,20.8,-Y+-X++Z++X,1.303
252,10x10_nadir,97.60,600,13.00,3,20.0,36.3,+Y,51.0,50.19,30.4,12.4,-X+-Z+-Y++Z,1.246,50.23,25.3,9.0,+X+-Z+-Y++Z,1.276,64.53,33.1,18.0,-X++X+-Z+-Y,1.383,53.52,27.7,13.5,-X++X+-Z++Z,1.316,64.63,34.4,17.3,-X++X+-Z+-Y,1.361,50.53,26.6,14.0,-X++X+-Y++Z,1.312
253,10x10_nadir,98.80,500,10.50,3,18.0,36.1,-Y,51.0,54.65,29.5,18.1,+Y+-X+-Z++Z,1.349,54.17,29.2,14.6,+Y++X+-Z++Z,1.315,51.33,26.9,14.9,-X++X+-Z++Z,1.323,67.93,38.2,20.5,+Y+-X++X+-Z,1.371,68.01,39.7,19.8,+Y+-X++X+-Z,1.346,54.09,31.1,19.4,+Y+-X++X++Z,1.337
254,10x10_nadir,98.20,500,10.50,3,18.0,36.1,-Y,51.0,54.70,29.6,18.4,+Y+-X+-Z++Z,1.351,54.20,29.2,14.6,+Y++X+-Z++Z,1.315,51.31,26.9,15.2,-X++X+-Z++Z,1.327,67.96,38.2,20.5,+Y+-X++X+-Z,1.371,68.04,39.7,19.8,+Y+-X++X+-Z,1.346,54.13,31.2,19.3,+Y+-X++X++Z,1.337
255,10x10_nadir,97.60,500,10.50,3,18.0,36.1,-Y,51.0,54.73,29.6,18.2,+Y+-X+-Z++Z,1.350,54.25,29.3,14.6,+Y++X+-Z++Z,1.314,51.29,26.8,14.9,-X++X+-Z++Z,1.324,67.99,38.2,20.4,+Y+-X++X+-Z,1.371,68.07,39.7,19.8,+Y+-X++X+-Z,1.346,54.17,31.2,19.3,+Y+-X++X++Z,1.336
256,10x10_nadir,97.60,550,10.50,3,18.0,35.8,-Y,50.9,54.71,29.3,17.8,+Y+-X+-Z++Z,1.350,54.92,28.6,13.3,+Y++X+-Z++Z,1.315,51.59,26.4,14.4,+X+-X+-Z++Z,1.327,68.27,37.8,19.1,+Y++X+-X+-Z,1.364,68.35,39.4,18.4,+Y++X+-X+-Z,1.339,54.69,31.1,17.9,+Y++X+-X++Z,1.328
257,10x15_nadir,97.60,550,13.00,3,20.0,36.2,-Y,50.8,62.02,33.2,16.8,-X++Y+-Z++Z,1.349,40.09,24.5,10.6,+Y+-Z++Z++X,1.220,50.90,28.7,16.0,-X+-Z++Z++X,1.308,61.57,33.8,19.7,-X++Y+-Z++Z,1.367,52.55,32.5,19.4,-X++Y+-Z++X,1.309,52.68,30.9,17.0,-X++Y++Z++X,1.305
258,10x15_nadir,97.90,550,13.00,3,20.0,36.2,-Y,50.8,62.02,33.3,16.8,-X++Y+-Z++Z,1.348,40.07,24.5,10.6,+Y+-Z++Z++X,1.220,50.89,28.7,16.0,-X+-Z++Z++X,1.308,61.57,33.9,19.7,-X++Y+-Z++Z,1.366,52.55,32.5,19.4,-X++Y+-Z++X,1.308,52.67,31.0,17.0,-X++Y++Z++X,1.305
259,10x15_nadir,98.50,550,13.00,3,20.0,36.2,-Y,50.8,61.97,33.3,16.8,-X++Y+-Z++Z,1.348,39.99,24.5,10.5,+Y+-Z++Z++X,1.220,50.82,28.7,16.0,-X+-Z++Z++X,1.307,61.52,33.8,19.7,-X++Y+-Z++Z,1.366,52.50,32.5,19.4,-X++Y+-Z++X,1.308,52.60,30.9,17.0,-X++Y++Z++X,1.305
260,10x15_nadir,98.20,550,13.00,3,20.0,36.2,-Y,50.8,62.00,33.3,16.8,-X++Y+-Z++Z,1.348,40.04,24.5,10.6,+Y+-Z++Z++X,1.220,50.86,28.7,16.0,-X+-Z++Z++X,1.307,61.55,33.9,19.7,-X++Y+-Z++Z,1.366,52.53,32.5,19.4,-X++Y+-Z++X,1.308,52.64,31.0,17.0,-X++Y++Z++X,1.304
261,10x15_nadir,98.20,550,10.50,3,20.0,35.8,+Y,50.8,65.87,37.4,17.9,-X+-Y++Z+-Z,1.337,45.17,25.1,15.4,-Y++Z+-Z++X,1.302,65.42,37.8,19.3,-X+-Y++Z+-Z,1.345,49.20,27.6,15.9,-X++Z+-Z++X,1.307,56.83,36.3,21.6,-X+-Y+-Z++X,1.318,57.01,35.3,16.9,-X+-Y++Z++X,1.284
262,10x15_nadir,97.90,550,10.50,3,20.0,35.8,+Y,50.8,65.91,37.5,17.9,-X+-Y++Z+-Z,1.337,45.22,25.1,15.5,-Y++Z+-Z++X,1.304,65.46,37.8,19.3,-X+-Y++Z+-Z,1.345,49.21,27.7,16.0,-X++Z+-Z++X,1.308,56.87,36.3,21.6,-X+-Y+-Z++X,1.318,57.05,35.3,16.9,-X+-Y++Z++X,1.284
263,10x15_nadir,98.50,600,11.00,3,20.0,36.5,+Y,50.7,61.78,32.1,16.0,-X+-Y+-Z++Z,1.353,40.39,24.6,9.4,-Y+-Z++Z++X,1.209,61.34,32.1,19.3,-X+-Y+-Z++Z,1.382,50.78,28.5,15.0,-X+-Z++Z++X,1.300,52.29,32.3,18.4,-X+-Y+-Z++X,1.299,52.37,29.7,16.1,-X+-Y++Z++X,1.309
264,10x15_nadir,97.60,500,13.50,3,18.0,35.9,-Y,50.6,65.74,37.9,19.9,-X++Y+-Z++Z,1.351,44.64,26.3,16.4,+Y+-Z++Z++X,1.293,48.95,29.0,17.0,-X+-Z++Z++X,1.298,65.29,38.3,21.4,-X++Y+-Z++Z,1.357,56.79,36.7,23.8,-X++Y+-Z++X,1.334,56.56,36.1,19.0,-X++Y++Z++X,1.291
265,10x10_nadir,98.50,600,13.00,3,20.0,36.5,+Y,50.6,50.13,30.3,12.3,-X+-Z+-Y++Z,1.245,50.18,25.3,9.0,+X+-Z+-Y++Z,1.276,64.47,32.9,18.0,-X++X+-Z+-Y,1.384,53.44,27.7,13.4,-X++X+-Z++Z,1.315,64.56,34.2,17.3,-X++X+-Z+-Y,1.362,50.44,26.6,14.0,-X++X+-Y++Z,1.311
266,10x10_nadir,98.50,500,10.50,3,18.0,36.2,-Y,50.5,54.67,29.5,17.6,+Y+-X+-Z++Z,1.345,54.18,29.2,14.6,+Y++X+-Z++Z,1.315,51.32,26.9,14.4,-X++X+-Z++Z,1.318,67.94,38.2,20.5,+Y+-X++X+-Z,1.371,68.02,39.7,19.8,+Y+-X++X+-Z,1.346,54.10,31.2,19.3,+Y+-X++X++Z,1.336
267,10x15_nadir,98.80,600,13.00,3,22.0,36.5,-Y,50.5,61.81,32.2,16.0,-X++Y+-Z++Z,1.352,40.42,24.1,9.5,+Y+-Z++Z++X,1.217,50.77,28.4,15.0,-X+-Z++Z++X,1.300,61.36,32.7,18.4,-X++Y+-Z++Z,1.365,52.34,32.2,18.5,-X++Y+-Z++X,1.301,52.40,30.1,15.7,-X++Y++Z++X,1.300
268,10x10_nadir,97.60,650,11.50,3,24.0,36.5,-Y,50.5,45.24,28.7,6.7,-X+-Z++Y++Z,1.170,44.61,23.8,3.1,+X+-Z++Y++Z,1.189,54.72,27.3,12.5,-X++X+-Z++Z,1.321,59.75,28.2,14.4,-X++X+-Z++Y,1.369,59.87,30.2,13.0,-X++X+-Z++Y,1.331,45.29,25.0,8.5,-X++X++Y++Z,1.236
269,10x10_nadir,97.90,650,11.50,3,24.0,36.5,-Y,50.5,45.23,28.7,6.6,-X+-Z++Y++Z,1.170,44.59,23.8,3.0,+X+-Z++Y++Z,1.189,54.72,27.3,12.5,-X++X+-Z++Z,1.321,59.74,28.2,14.4,-X++X+-Z++Y,1.369,59.85,30.2,13.0,-X++X+-Z++Y,1.330,45.28,25.0,8.5,-X++X++Y++Z,1.235
270,10x10_nadir,98.20,650,11.50,3,24.0,36.5,-Y,50.4,45.21,28.7,6.6,-X+-Z++Y++Z,1.169,44.57,23.8,3.0,+X+-Z++Y++Z,1.189,54.73,27.3,12.5,-X++X+-Z++Z,1.321,59.72,28.2,14.4,-X++X+-Z++Y,1.369,59.84,30.3,13.0,-X++X+-Z++Y,1.330,45.26,25.0,8.5,-X++X++Y++Z,1.235
271,10x10_nadir,98.50,650,11.50,3,24.0,36.5,-Y,50.4,45.19,28.7,6.6,-X+-Z++Y++Z,1.169,44.56,23.8,3.0,+X+-Z++Y++Z,1.188,54.73,27.3,12.5,-X++X+-Z++Z,1.321,59.71,28.2,14.4,-X++X+-Z++Y,1.368,59.82,30.3,12.9,-X++X+-Z++Y,1.330,45.25,25.0,8.5,-X++X++Y++Z,1.234
272,10x15_nadir,98.80,550,10.50,3,20.0,35.9,+Y,50.3,65.81,37.4,17.8,-X+-Y++Z+-Z,1.338,45.07,25.0,15.1,-Y++Z+-Z++X,1.299,65.36,37.7,19.3,-X+-Y++Z+-Z,1.345,49.18,27.6,15.7,-X++Z+-Z++X,1.305,56.77,36.2,21.6,-X+-Y+-Z++X,1.318,56.92,35.2,16.9,-X+-Y++Z++X,1.284
273,10x15_nadir,98.50,550,10.50,3,20.0,35.9,+Y,50.3,65.84,37.4,17.9,-X+-Y++Z+-Z,1.338,45.12,25.0,15.1,-Y++Z+-Z++X,1.299,65.39,37.7,19.3,-X+-Y++Z+-Z,1.345,49.19,27.6,15.7,-X++Z+-Z++X,1.305,56.80,36.3,21.6,-X+-Y+-Z++X,1.318,56.97,35.2,16.9,-X+-Y++Z++X,1.284
274,10x15_nadir,98.80,500,13.50,3,18.0,36.1,-Y,50.3,65.75,37.8,19.9,-X++Y+-Z++Z,1.352,44.65,26.2,16.2,+Y+-Z++Z++X,1.291,48.96,29.0,16.7,-X+-Z++Z++X,1.296,65.30,38.2,21.4,-X++Y+-Z++Z,1.359,56.81,36.6,23.8,-X++Y+-Z++X,1.334,56.57,36.0,19.0,-X++Y++Z++X,1.292
275,10x15_nadir,98.50,500,13.50,3,18.0,36.1,-Y,50.2,65.76,37.8,19.9,-X++Y+-Z++Z,1.352,44.66,26.2,16.1,+Y+-Z++Z++X,1.290,48.96,29.0,16.6,-X+-Z++Z++X,1.295,65.31,38.3,21.4,-X++Y+-Z++Z,1.357,56.81,36.7,23.8,-X++Y+-Z++X,1.334,56.58,36.0,19.0,-X++Y++Z++X,1.292
276,10x15_nadir,98.20,500,13.50,3,18.0,36.1,-Y,50.2,65.76,37.8,19.9,-X++Y+-Z++Z,1.352,44.66,26.2,16.3,+Y+-Z++Z++X,1.292,48.96,29.0,16.8,-X+-Z++Z++X,1.297,65.31,38.3,21.4,-X++Y+-Z++Z,1.357,56.81,36.7,23.8,-X++Y+-Z++X,1.334,56.58,36.0,19.0,-X++Y++Z++X,1.292
277,10x15_nadir,97.90,500,13.50,3,18.0,36.1,-Y,50.2,65.76,37.9,19.9,-X++Y+-Z++Z,1.352,44.67,26.3,16.4,+Y+-Z++Z++X,1.293,48.96,29.0,16.9,-X+-Z++Z++X,1.298,65.31,38.3,21.4,-X++Y+-Z++Z,1.357,56.81,36.7,23.8,-X++Y+-Z++X,1.334,56.58,36.0,19.0,-X++Y++Z++X,1.293
278,10x10_nadir,98.80,650,11.50,3,24.0,36.6,-Y,49.9,45.18,28.7,6.6,-X+-Z++Y++Z,1.169,44.55,23.8,3.0,+X+-Z++Y++Z,1.188,54.74,27.3,12.5,-X++X+-Z++Z,1.321,59.70,28.2,14.3,-X++X+-Z++Y,1.368,59.81,30.3,12.9,-X++X+-Z++Y,1.330,45.24,25.0,8.5,-X++X++Y++Z,1.234
279,10x10_nadir,97.90,600,11.50,3,22.0,36.5,-Y,49.9,44.73,29.0,7.5,-X+-Z++Y++Z,1.170,44.83,24.0,4.0,+X+-Z++Y++Z,1.199,54.61,27.7,13.3,-X++X+-Z++Z,1.325,59.72,28.5,15.3,-X++X+-Z++Y,1.374,59.83,30.6,13.9,-X++X+-Z++Y,1.335,45.07,25.4,9.3,-X++X++Y++Z,1.237
280,10x10_nadir,98.20,600,11.50,3,22.0,36.5,-Y,49.9,44.71,29.0,7.5,-X+-Z++Y++Z,1.170,44.82,24.0,4.0,+X+-Z++Y++Z,1.198,54.62,27.7,13.3,-X++X+-Z++Z,1.325,59.71,28.5,15.3,-X++X+-Z++Y,1.373,59.82,30.6,13.9,-X++X+-Z++Y,1.335,45.06,25.4,9.3,-X++X++Y++Z,1.236
281,10x10_nadir,98.50,600,11.50,3,22.0,36.5,-Y,49.8,44.69,29.0,7.4,-X+-Z++Y++Z,1.169,44.81,24.0,4.0,+X+-Z++Y++Z,1.198,54.62,27.7,13.3,-X++X+-Z++Z,1.324,59.69,28.5,15.2,-X++X+-Z++Y,1.373,59.80,30.6,13.8,-X++X+-Z++Y,1.334,45.04,25.4,9.3,-X++X++Y++Z,1.236
282,10x10_nadir,97.90,500,10.50,3,16.0,36.1,-Y,49.7,54.72,29.6,18.3,+Y+-X+-Z++Z,1.350,54.23,29.3,14.6,+Y++X+-Z++Z,1.314,51.30,26.9,15.1,-X++X+-Z++Z,1.325,67.98,38.2,20.5,+Y+-X++X+-Z,1.371,68.06,39.7,19.8,+Y+-X++X+-Z,1.346,54.15,31.2,19.3,+Y+-X++X++Z,1.337
283,10x15_nadir,98.20,600,13.00,3,20.0,36.3,-Y,49.7,61.82,32.2,16.0,-X++Y+-Z++Z,1.352,40.46,24.1,9.5,+Y+-Z++Z++X,1.217,50.81,28.4,15.0,-X+-Z++Z++X,1.301,61.38,32.8,18.4,-X++Y+-Z++Z,1.365,52.37,32.2,18.5,-X++Y+-Z++X,1.302,52.42,30.1,15.7,-X++Y++Z++X,1.300
284,10x15_nadir,97.90,600,13.00,3,20.0,36.3,-Y,49.7,61.84,32.3,16.0,-X++Y+-Z++Z,1.352,40.50,24.1,9.5,+Y+-Z++Z++X,1.218,50.83,28.4,15.0,-X+-Z++Z++X,1.302,61.40,32.8,18.4,-X++Y+-Z++Z,1.365,52.39,32.2,18.5,-X++Y+-Z++X,1.302,52.44,30.1,15.7,-X++Y++Z++X,1.300
285,10x15_nadir,97.60,600,13.00,3,20.0,36.3,-Y,49.6,61.86,32.3,16.0,-X++Y+-Z++Z,1.352,40.53,24.1,9.5,+Y+-Z++Z++X,1.218,50.86,28.4,15.0,-X+-Z++Z++X,1.302,61.42,32.9,18.4,-X++Y+-Z++Z,1.364,52.41,32.2,18.5,-X++Y+-Z++X,1.302,52.46,30.3,15.7,-X++Y++Z++X,1.298
286,10x15_nadir,97.60,550,10.50,3,18.0,35.8,+Y,49.5,65.93,37.5,17.9,-X+-Y++Z+-Z,1.338,45.26,25.1,15.7,-Y++Z+-Z++X,1.305,65.48,37.8,19.3,-X+-Y++Z+-Z,1.345,49.21,27.6,16.1,-X++Z+-Z++X,1.309,56.91,36.3,21.6,-X+-Y+-Z++X,1.318,57.07,35.3,16.9,-X+-Y++Z++X,1.284
287,10x10_nadir,98.50,600,12.50,3,22.0,36.6,+Y,49.5,44.63,28.8,7.4,-X+-Z+-Y++Z,1.170,44.76,24.1,4.2,+X+-Z+-Y++Z,1.199,59.61,28.4,15.3,-X++X+-Z+-Y,1.374,54.49,27.5,13.3,-X++X+-Z++Z,1.326,59.72,30.4,13.9,-X++X+-Z+-Y,1.336,44.93,25.0,9.3,-X++X+-Y++Z,1.239
288,10x15_nadir,98.80,500,10.50,3,18.0,36.1,+Y,49.4,65.68,37.8,19.2,-X+-Y+-Z++Z,1.344,44.63,25.3,15.9,-Y+-Z++Z++X,1.300,65.23,38.3,20.7,-X+-Y+-Z++Z,1.350,48.97,28.2,16.6,-X+-Z++Z++X,1.306,56.73,36.7,23.0,-X+-Y+-Z++X,1.325,56.43,35.9,18.2,-X+-Y++Z++X,1.285
289,10x10_nadir,98.20,600,12.50,3,22.0,36.6,+Y,49.4,44.61,28.8,7.4,-X+-Z+-Y++Z,1.170,44.75,24.1,4.2,+X+-Z+-Y++Z,1.199,59.60,28.4,15.3,-X++X+-Z+-Y,1.374,54.49,27.5,13.3,-X++X+-Z++Z,1.326,59.71,30.4,13.9,-X++X+-Z+-Y,1.336,44.92,25.0,9.3,-X++X+-Y++Z,1.239
290,10x15_nadir,98.20,500,10.50,3,18.0,36.1,+Y,49.4,65.72,37.9,19.2,-X+-Y+-Z++Z,1.344,44.68,25.3,16.4,-Y+-Z++Z++X,1.305,65.27,38.3,20.7,-X+-Y+-Z++Z,1.350,48.96,28.2,16.9,-X+-Z++Z++X,1.309,56.78,36.7,23.0,-X+-Y+-Z++X,1.326,56.47,35.9,18.2,-X+-Y++Z++X,1.285
291,10x15_nadir,97.60,500,10.50,3,18.0,36.1,+Y,49.4,65.75,37.9,19.2,-X+-Y+-Z++Z,1.344,44.72,25.3,16.1,-Y+-Z++Z++X,1.302,65.30,38.3,20.7,-X+-Y+-Z++Z,1.350,48.94,28.1,16.7,-X+-Z++Z++X,1.307,56.81,36.7,23.0,-X+-Y+-Z++X,1.326,56.51,36.0,18.2,-X+-Y++Z++X,1.284
292,10x10_nadir,97.90,600,12.50,3,22.0,36.6,+Y,49.4,44.59,28.8,7.4,-X+-Z+-Y++Z,1.170,44.75,24.1,4.2,+X+-Z+-Y++Z,1.199,59.59,28.4,15.3,-X++X+-Z+-Y,1.374,54.49,27.5,13.3,-X++X+-Z++Z,1.326,59.70,30.4,13.9,-X++X+-Z+-Y,1.336,44.91,25.0,9.3,-X++X+-Y++Z,1.239
293,10x10_nadir,97.60,600,11.50,3,22.0,36.6,-Y,49.4,44.75,29.0,7.5,-X+-Z++Y++Z,1.170,44.85,24.0,4.0,+X+-Z++Y++Z,1.198,54.61,27.7,13.3,-X++X+-Z++Z,1.325,59.74,28.5,15.3,-X++X+-Z++Y,1.374,59.85,30.6,13.9,-X++X+-Z++Y,1.335,45.09,25.4,9.3,-X++X++Y++Z,1.237
294,10x10_nadir,97.60,650,12.50,3,22.0,36.5,+Y,49.3,45.21,28.5,6.7,-X+-Z+-Y++Z,1.172,44.54,23.9,3.1,+X+-Z+-Y++Z,1.188,59.70,28.1,14.4,-X++X+-Z+-Y,1.370,54.73,27.2,12.6,-X++X+-Z++Z,1.324,59.81,30.1,13.0,-X++X+-Z+-Y,1.332,45.22,24.7,8.5,-X++X+-Y++Z,1.239
295,10x15_nadir,98.50,600,13.00,3,20.0,36.5,-Y,49.3,61.82,32.2,16.0,-X++Y+-Z++Z,1.352,40.45,24.1,9.5,+Y+-Z++Z++X,1.217,50.79,28.4,15.0,-X+-Z++Z++X,1.301,61.37,32.8,18.4,-X++Y+-Z++Z,1.365,52.36,32.2,18.5,-X++Y+-Z++X,1.301,52.41,30.2,15.7,-X++Y++Z++X,1.299
296,10x15_nadir,98.50,500,10.50,3,18.0,36.2,+Y,49.0,65.70,37.8,19.2,-X+-Y+-Z++Z,1.344,44.65,25.3,15.4,-Y+-Z++Z++X,1.295,65.25,38.3,20.7,-X+-Y+-Z++Z,1.350,48.96,28.2,16.1,-X+-Z++Z++X,1.301,56.75,36.7,23.0,-X+-Y+-Z++X,1.326,56.45,35.9,18.2,-X+-Y++Z++X,1.285
297,10x10_nadir,97.60,600,12.50,3,22.0,36.8,+Y,48.9,44.58,28.8,7.3,-X+-Z+-Y++Z,1.169,44.74,24.1,4.2,+X+-Z+-Y++Z,1.198,59.58,28.4,15.2,-X++X+-Z+-Y,1.374,54.49,27.5,13.3,-X++X+-Z++Z,1.325,59.69,30.4,13.9,-X++X+-Z+-Y,1.336,44.90,25.0,9.2,-X++X+-Y++Z,1.238
298,10x10_nadir,98.50,550,14.00,2,16.0,34.5,+Y,48.6,58.68,33.3,22.2,-Y+-X+-Z++Z,1.375,58.95,32.8,17.0,-Y++X+-Z++Z,1.332,71.41,41.1,22.7,-Y++X+-X+-Z,1.385,49.51,27.6,14.5,+X+-X+-Z++Z,1.297,71.48,42.7,22.1,-Y++X+-X+-Z,1.359,58.91,35.2,21.6,-Y++X+-X++Z,1.347
299,10x10_nadir,98.80,550,14.00,2,16.0,34.5,+Y,48.5,58.71,33.5,22.2,-Y+-X+-Z++Z,1.374,58.92,32.8,17.0,-Y++X+-Z++Z,1.331,71.42,41.2,22.7,-Y+-X++X+-Z,1.383,49.52,27.6,14.5,-X++X+-Z++Z,1.297,71.48,42.8,22.0,-Y+-X++X+-Z,1.357,58.91,35.4,21.6,-Y+-X++X++Z,1.345
300,10x10_nadir,98.80,600,12.50,3,20.0,36.6,+Y,48.2,44.64,28.8,7.4,-X+-Z+-Y++Z,1.171,44.76,24.1,4.2,+X+-Z+-Y++Z,1.199,59.62,28.4,15.3,-X++X+-Z+-Y,1.375,54.49,27.5,13.3,-X++X+-Z++Z,1.326,59.73,30.4,13.9,-X++X+-Z+-Y,1.337,44.94,25.0,9.3,-X++X+-Y++Z,1.240
301,10x15_nadir,97.90,500,10.50,3,16.0,36.1,+Y,48.2,65.73,37.9,19.2,-X+-Y+-Z++Z,1.344,44.70,25.3,16.3,-Y+-Z++Z++X,1.304,65.28,38.3,20.7,-X+-Y+-Z++Z,1.350,48.95,28.2,16.8,-X+-Z++Z++X,1.308,56.79,36.7,23.0,-X+-Y+-Z++X,1.326,56.49,36.0,18.2,-X+-Y++Z++X,1.284
302,10x10_nadir,97.90,650,12.50,3,20.0,36.5,+Y,48.1,45.22,28.5,6.7,-X+-Z+-Y++Z,1.173,44.55,23.9,3.1,+X+-Z+-Y++Z,1.188,59.71,28.1,14.4,-X++X+-Z+-Y,1.370,54.73,27.2,12.6,-X++X+-Z++Z,1.324,59.82,30.1,13.0,-X++X+-Z+-Y,1.332,45.22,24.7,8.5,-X++X+-Y++Z,1.239
303,10x10_nadir,98.20,550,14.00,2,16.0,34.7,+Y,48.0,58.66,33.5,22.3,-Y+-X+-Z++Z,1.373,58.96,32.8,17.1,-Y++X+-Z++Z,1.332,71.41,41.2,22.7,-Y++X+-X+-Z,1.383,49.51,27.6,14.5,+X+-X+-Z++Z,1.297,71.48,42.9,22.1,-Y++X+-X+-Z,1.357,58.90,35.3,21.6,-Y++X+-X++Z,1.346
304,10x15_nadir,97.60,650,11.50,3,24.0,36.5,+Y,47.9,56.99,30.1,10.5,-X+-Z++Z+-Y,1.284,34.95,23.4,3.4,-Z++Z+-Y++X,1.122,56.55,28.5,14.0,-X+-Z++Z+-Y,1.336,52.05,27.8,14.0,-X+-Z++Z++X,1.308,47.56,30.3,12.9,-X+-Z+-Y++X,1.231,47.16,26.5,10.4,-X++Z+-Y++X,1.250
305,10x15_nadir,97.90,650,11.50,3,24.0,36.5,+Y,47.9,56.98,30.1,10.4,-X+-Z++Z+-Y,1.283,34.94,23.4,3.4,-Z++Z+-Y++X,1.121,56.54,28.5,14.0,-X+-Z++Z+-Y,1.336,52.05,27.8,13.9,-X+-Z++Z++X,1.308,47.55,30.3,12.9,-X+-Z+-Y++X,1.231,47.14,26.4,10.3,-X++Z+-Y++X,1.250
