Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
123,10x15_nadir,97.60,600,13.50,1197,8070.0,35.7,+X,58.0,23465.37,37.9,15.3,-X++Y+-Z++Z,188.502,15885.51,26.0,8.6,+Y+-Z++Z++X,127.945,18332.06,28.4,14.8,-X+-Z++Z++X,147.550,23285.60,38.1,18.7,-X++Y+-Z++Z,187.095,20108.05,36.9,17.7,-X++Y+-Z++X,161.680,20151.93,35.8,15.4,-X++Y++Z++X,162.023
124,10x10_nadir,98.80,550,13.50,1147,7226.0,22.3,+Z,57.8,24920.29,59.4,17.3,-Y+-X+-Z++Z,199.892,24942.29,58.0,13.8,-Y++X+-Z++Z,200.050,28012.73,57.2,19.6,-Y+-X++X+-Z,224.682,14694.44,28.0,11.8,-X++X+-Z++Z,118.424,28039.15,58.8,18.9,-Y+-X++X+-Z,224.867,25273.40,63.4,18.1,-Y+-X++X++Z,202.676
125,10x10_nadir,97.90,650,12.00,1248,8928.0,36.0,+Z,57.8,14665.60,26.7,0.4,-X+-Z++Z++Y,118.096,14713.00,23.1,-3.2,+X+-Z++Z++Y,118.484,20297.49,26.7,11.6,-X++X+-Z++Z,163.262,20296.31,26.7,11.6,-X++X+-Z++Z,163.253,20306.75,28.2,7.5,-X++X+-Z++Y,163.276,14757.81,23.4,2.6,-X++X++Z++Y,118.895
126,10x15_nadir,98.50,550,14.00,1147,7226.0,24.0,+X,57.7,27199.73,58.2,21.6,+Y+-X+-Z++Z,218.186,22954.52,64.1,20.6,+Y+-Z++Z++X,184.141,14167.06,29.9,14.1,-X+-Z++Z++X,114.204,27008.26,58.3,23.1,+Y+-X+-Z++Z,216.668,25308.19,67.2,25.7,+Y+-X+-Z++X,202.982,25328.30,66.5,20.9,+Y+-X++Z++X,203.105
127,10x15_nadir,98.50,650,11.50,1252,8944.0,35.8,+X,57.5,20764.37,32.4,4.6,-X+-Z++Z++Y,166.856,12626.18,23.4,-3.1,-Z++Z++Y++X,101.786,19094.15,27.9,13.0,-X+-Z++Z++X,153.634,20597.58,32.8,8.5,-X+-Z++Z++Y,165.555,17195.43,31.1,7.0,-X+-Z++Y++X,138.344,17237.74,30.0,4.4,-X++Z++Y++X,138.671
128,10x15_nadir,98.80,550,14.00,1141,7226.0,16.9,+X,57.5,27798.18,58.2,21.6,+Y+-X+-Z++Z,222.974,24441.01,64.1,20.6,+Y+-Z++Z++X,196.033,12659.09,29.9,14.0,-X+-Z++Z++X,102.139,27605.78,58.3,23.1,+Y+-X+-Z++Z,221.448,26391.57,67.2,25.7,+Y+-X+-Z++X,211.649,26403.03,66.4,20.9,+Y+-X++Z++X,211.703
129,10x10_nadir,98.80,650,10.00,1253,8946.0,35.5,+Z,57.5,17198.58,33.3,0.5,-X+-Z++Y++Z,138.277,17249.46,31.8,-3.2,+X+-Z++Y++Z,138.667,19786.36,27.7,11.6,-X++X+-Z++Z,159.161,22501.18,40.6,9.1,-X++X+-Z++Y,180.693,22536.03,42.3,7.5,-X++X+-Z++Y,180.934,17323.79,35.3,2.6,-X++X++Y++Z,139.275
130,10x15_nadir,98.50,650,12.00,1250,8936.0,35.5,+X,57.4,22120.82,36.4,4.6,-X+-Z++Z++Y,177.658,14265.26,24.3,-3.1,-Z++Z++Y++X,114.886,18834.38,27.3,13.0,-X+-Z++Z++X,151.564,21940.63,36.6,8.5,-X+-Z++Z++Y,176.253,18655.72,35.5,7.0,-X+-Z++Y++X,149.972,18697.90,34.2,4.4,-X++Z++Y++X,150.300
131,10x10_nadir,98.20,650,11.50,1249,8920.0,36.0,+Z,57.4,15222.69,28.2,-2.3,-X+-Z++Y+-Y,122.505,15271.41,23.7,-6.0,+X+-Z++Y+-Y,122.916,20376.77,27.4,9.1,-X++X+-Z+-Y,163.863,20654.88,28.2,9.1,-X++X+-Z++Y,166.077,20691.33,30.3,7.5,-X++X+-Z++Y,166.327,15311.50,24.5,-0.1,-X++X++Y+-Y,123.284
132,10x15_nadir,98.20,650,12.00,1247,8914.0,35.9,+X,57.2,20646.89,31.4,4.6,-X+-Z++Z++Y,165.929,12434.25,23.4,-3.2,-Z++Z++Y++X,100.250,19196.47,27.3,13.0,-X+-Z++Z++X,154.461,20466.74,31.9,8.5,-X+-Z++Z++Y,164.520,17048.98,30.1,7.0,-X+-Z++Y++X,137.185,17089.90,29.0,4.4,-X++Z++Y++X,137.501
133,10x15_nadir,98.20,600,9.50,1192,8050.0,34.9,+X,57.2,24413.62,43.3,15.9,-X+-Y+-Z++Z,196.027,17315.51,33.9,9.4,-Y+-Z++Z++X,139.294,24234.14,43.2,19.3,-X+-Y+-Z++Z,194.626,17734.10,27.7,14.6,-X+-Z++Z++X,142.773,21240.39,43.2,18.4,-X+-Y+-Z++X,170.667,21282.93,41.8,16.1,-X+-Y++Z++X,171.002
134,10x15_nadir,97.60,650,13.00,1245,8858.0,35.9,+X,57.1,21099.55,32.0,4.6,-X+-Z++Z++Y,169.543,12953.88,23.8,-3.2,-Z++Z++Y++X,104.402,19145.56,28.1,13.0,-X+-Z++Z++X,154.042,20920.49,32.4,8.5,-X+-Z++Z++Y,168.143,17525.91,31.9,7.0,-X+-Z++Y++X,140.978,17567.74,29.6,4.4,-X++Z++Y++X,141.316
135,10x10_nadir,97.60,650,12.50,1248,8914.0,36.0,+Z,57.1,14914.63,28.5,0.4,-X+-Z+-Y++Z,120.065,14962.92,23.9,-3.2,+X+-Z+-Y++Z,120.473,20489.46,28.1,9.1,-X++X+-Z+-Y,164.755,20256.99,27.2,11.6,-X++X+-Z++Z,162.932,20529.09,30.1,7.5,-X++X+-Z+-Y,165.031,15008.13,24.7,2.6,-X++X+-Y++Z,120.883
136,10x15_nadir,98.50,650,11.00,1255,8924.0,35.9,+X,56.9,20132.17,32.0,4.6,-X+-Z++Z+-Y,161.804,12220.62,23.6,-8.4,-Z++Z+-Y++Y,98.487,19978.49,32.5,8.5,-X+-Z++Z+-Y,160.607,19481.62,28.0,8.5,-X+-Z++Z++Y,156.688,16878.12,31.2,2.2,-X+-Z+-Y++Y,135.757,16920.37,27.2,-0.4,-X++Z+-Y++Y,136.119
137,10x15_nadir,97.90,600,13.00,1197,8026.0,35.7,+X,56.8,23338.05,38.4,14.6,-X++Y+-Z++Z,187.471,15727.97,26.7,7.8,+Y+-Z++Z++X,126.668,18362.18,28.4,14.8,-X+-Z++Z++X,147.790,23158.25,38.6,18.0,-X++Y+-Z++Z,186.064,19969.63,37.5,16.9,-X++Y+-Z++X,160.558,20013.41,36.4,14.6,-X++Y++Z++X,160.899
138,10x10_nadir,98.80,600,12.50,1203,8060.0,33.0,+Z,56.8,21404.91,43.6,7.4,-Y+-X+-Z++Z,171.868,21451.43,41.9,4.0,-Y++X+-Z++Z,172.228,25845.82,47.5,15.3,-Y+-X++X+-Z,207.426,17764.68,27.5,11.5,-X++X+-Z++Z,142.989,25877.22,49.5,13.9,-Y+-X++X+-Z,207.638,21632.17,46.2,9.3,-Y+-X++X++Z,173.672
139,10x15_nadir,98.80,650,12.00,1249,8942.0,34.7,+X,56.6,23286.47,42.2,4.6,-X++Y+-Z++Z,186.910,15894.82,32.7,-3.1,+Y+-Z++Z++X,127.819,18289.61,27.3,13.0,-X+-Z++Z++X,147.206,23106.35,42.2,8.5,-X++Y+-Z++Z,185.509,19999.25,42.2,7.0,-X++Y+-Z++X,160.637,20040.65,40.8,4.5,-X++Y++Z++X,160.960
140,10x15_nadir,97.60,650,12.00,1247,8972.0,35.9,+X,56.6,20738.04,33.5,4.6,-X+-Z++Z+-Y,166.632,12533.10,23.4,-3.1,-Z++Z+-Y++X,101.042,20557.76,33.9,8.5,-X+-Z++Z+-Y,165.224,19194.32,27.3,13.0,-X+-Z++Z++X,154.444,17142.81,32.3,7.0,-X+-Z+-Y++X,137.908,17183.83,31.0,4.4,-X++Z+-Y++X,138.227
141,10x15_nadir,98.50,650,10.50,1254,8968.0,35.7,+X,56.5,21232.49,36.2,4.6,-X+-Z++Z+-Y,170.553,13186.10,25.9,-3.2,-Z++Z+-Y++X,106.233,21053.94,36.4,8.5,-X+-Z++Z+-Y,169.161,19016.91,28.2,13.0,-X+-Z++Z++X,153.013,17696.83,35.2,7.0,-X+-Z+-Y++X,142.304,17738.26,34.0,4.4,-X++Z+-Y++X,142.625
142,10x15_nadir,98.80,550,13.50,1147,7226.0,22.3,+X,56.5,27122.26,58.2,18.5,+Y+-X+-Z++Z,217.536,22935.31,64.1,15.1,+Y+-Z++Z++X,183.932,14015.43,29.9,13.9,-X+-Z++Z++X,112.989,26930.39,58.3,20.0,+Y+-X+-Z++Z,216.014,25293.90,67.3,22.3,+Y+-X+-Z++X,202.833,25312.41,66.5,17.6,+Y+-X++Z++X,202.944
143,10x15_nadir,97.60,600,11.00,1197,8058.0,35.9,+X,56.4,23010.55,37.6,14.1,-X+-Y+-Z++Z,184.855,15281.96,25.6,7.2,-Y+-Z++Z++X,123.108,22830.62,37.8,17.5,-X+-Y+-Z++Z,183.448,18499.76,28.5,14.8,-X+-Z++Z++X,148.891,19597.76,36.5,16.4,-X+-Y+-Z++X,157.589,19641.50,35.4,14.1,-X+-Y++Z++X,157.931
144,10x15_nadir,98.80,650,9.50,1253,8940.0,35.0,+X,56.3,22820.26,43.1,5.6,-X+-Y+-Z++Z,183.179,15277.68,34.3,-2.1,-Y+-Z++Z++X,122.872,22640.17,43.1,9.4,-X+-Y+-Z++Z,181.777,18458.32,27.4,13.2,-X+-Z++Z++X,148.556,19475.78,43.4,8.0,-X+-Y+-Z++X,156.444,19517.23,41.8,5.4,-X+-Y++Z++X,156.770
145,10x10_nadir,98.20,600,10.00,1203,8076.0,35.7,+Z,56.3,18985.86,33.3,7.7,-X+-Z++Y++Z,152.647,19038.78,32.2,4.4,+X+-Z++Y++Z,153.052,19276.56,28.0,13.2,-X++X+-Z++Z,155.095,24050.34,40.8,15.6,-X++X+-Z++Y,193.149,24088.46,42.5,14.2,-X++X+-Z++Y,193.419,19064.40,35.2,9.6,-X++X++Y++Z,153.271
146,10x10_nadir,98.50,600,12.50,1202,8060.0,34.7,+Z,56.2,20274.37,38.0,7.4,-Y+-X+-Z++Z,162.894,20325.40,36.5,4.0,-Y++X+-Z++Z,163.287,25058.85,44.1,15.3,-Y+-X++X+-Z,201.172,18610.41,27.5,12.7,-X++X+-Z++Z,149.766,25092.83,46.0,13.9,-Y+-X++X+-Z,201.407,20417.69,40.1,9.3,-Y+-X++X++Z,164.033
147,10x10_nadir,98.20,550,14.00,1138,7184.0,30.6,+Z,56.2,23462.17,46.6,22.2,-Y+-X+-Z++Z,188.438,23501.84,44.4,17.1,-Y++X+-Z++Z,188.731,27249.31,49.5,22.7,-Y+-X++X+-Z,218.703,16010.83,27.6,11.5,-X++X+-Z++Z,128.957,27273.79,51.4,22.1,-Y+-X++X+-Z,218.869,23775.41,49.4,21.6,-Y+-X++X++Z,190.902
148,10x15_nadir,98.80,650,11.00,1251,8956.0,35.7,+X,56.1,20907.98,35.6,4.6,-X+-Z++Z++Y,167.965,13299.26,23.6,-8.3,-Z++Z++Y+-Y,107.116,19350.98,32.4,8.5,-X+-Z++Z+-Y,155.587,20756.60,35.8,8.5,-X+-Z++Z++Y,166.790,17825.18,31.2,2.2,-X+-Z++Y+-Y,143.333,17868.27,29.6,-0.4,-X++Z++Y+-Y,143.672
149,10x15_nadir,97.90,600,10.50,1196,8040.0,35.8,+X,55.9,23113.94,37.0,13.0,-X+-Y+-Z++Z,185.680,15430.36,26.3,6.0,-Y+-Z++Z++X,124.274,22934.08,37.2,16.5,-X+-Y+-Z++Z,184.273,18445.27,28.5,14.8,-X+-Z++Z++X,148.454,19718.06,35.9,15.3,-X+-Y+-Z++X,158.549,19761.78,34.8,13.0,-X+-Y++Z++X,158.890
150,10x10_nadir,97.60,600,13.00,1195,8028.0,36.2,+Z,55.9,17588.54,30.4,6.3,-X+-Z+-Y++Z,141.492,17640.91,25.3,3.0,+X+-Z+-Y++Z,141.941,22870.78,34.2,14.4,-X++X+-Z+-Y,183.782,19736.60,27.7,13.1,-X++X+-Z++Z,158.777,22913.73,35.6,13.0,-X++X+-Z+-Y,184.095,17626.18,26.7,8.3,-X++X+-Y++Z,141.858
151,10x10_nadir,97.60,550,9.50,1140,7208.0,34.2,+Z,55.8,21981.18,37.5,20.5,+Y+-X+-Z++Z,176.686,22031.55,36.0,17.3,+Y++X+-Z++Z,177.076,17534.63,27.8,13.0,-X++X+-Z++Z,141.160,26371.34,43.8,23.1,+Y+-X++X+-Z,211.754,26397.70,45.7,22.4,+Y+-X++X+-Z,211.935,22142.08,39.5,22.2,+Y+-X++X++Z,177.965
152,10x10_nadir,97.90,550,14.00,1142,7204.0,33.3,+Z,55.7,22464.81,40.6,21.1,-Y+-X+-Z++Z,180.522,22512.47,39.2,17.1,-Y++X+-Z++Z,180.880,26673.85,46.0,22.7,-Y++X+-X+-Z,214.143,17060.41,27.6,12.3,+X+-X+-Z++Z,137.361,26699.23,47.8,22.1,-Y++X+-X+-Z,214.317,22674.16,42.8,21.7,-Y++X+-X++Z,182.174
153,10x10_nadir,98.20,600,12.50,1195,8052.0,35.7,+Z,55.6,18973.63,32.1,7.3,-X+-Z+-Y++Z,152.561,19026.62,31.1,4.0,+X+-Z+-Y++Z,152.964,24039.74,40.0,15.2,+X+-X+-Z+-Y,193.071,19279.34,27.5,13.2,+X+-X+-Z++Z,155.123,24077.89,41.6,13.8,+X+-X+-Z+-Y,193.341,19052.04,34.0,9.3,+X+-X+-Y++Z,153.183
154,10x15_nadir,98.80,650,10.50,1254,8952.0,35.7,+X,55.5,20524.94,36.2,4.6,-X+-Z++Z+-Y,164.894,13182.38,25.2,-8.3,-Z++Z+-Y++Y,106.161,20381.29,36.4,8.5,-X+-Z++Z+-Y,163.780,19675.70,31.7,8.5,-X+-Z++Z++Y,158.195,17727.28,32.5,2.2,-X+-Z+-Y++Y,142.534,17770.40,30.3,-0.4,-X++Z+-Y++Y,142.881
155,10x15_nadir,98.80,650,11.50,1248,8940.0,35.4,+X,55.4,21972.14,39.8,4.6,-X+-Z++Z++Y,176.426,14180.45,29.0,-3.1,-Z++Z++Y++X,114.150,18723.94,27.9,13.0,-X+-Z++Z++X,150.672,21799.39,39.9,8.5,-X+-Z++Z++Y,175.082,18533.05,39.3,7.0,-X+-Z++Y++X,148.944,18575.11,38.0,4.4,-X++Z++Y++X,149.270
156,10x10_nadir,97.90,600,12.50,1197,8060.0,36.2,+Z,55.3,17421.75,28.8,5.8,-X+-Z+-Y++Z,140.172,17473.79,25.6,2.5,+X+-Z+-Y++Z,140.596,22718.67,34.9,14.0,-X++X+-Z+-Y,182.553,19755.14,27.5,13.0,-X++X+-Z++Z,158.927,22762.15,36.3,12.5,-X++X+-Z+-Y,182.869,17459.07,27.5,7.8,-X++X+-Y++Z,140.506
157,10x15_nadir,98.20,550,14.00,1138,7184.0,30.6,+X,55.1,26344.10,50.1,21.6,+Y+-X+-Z++Z,211.443,21045.48,46.6,20.7,+Y+-Z++Z++X,169.088,15161.14,28.4,13.7,-X+-Z++Z++X,122.171,26162.24,49.8,23.1,+Y+-X+-Z++Z,210.006,23903.58,52.7,25.7,+Y+-X+-Z++X,191.927,23935.38,50.8,20.9,+Y+-X++Z++X,192.158
158,10x15_nadir,98.80,650,10.00,1253,8946.0,35.5,+X,54.8,21523.71,40.4,4.6,-X+-Z++Z+-Y,172.831,13628.36,29.8,-3.2,-Z++Z+-Y++X,109.723,21354.43,40.4,8.5,-X+-Z++Z+-Y,171.515,18824.73,27.9,13.0,-X+-Z++Z++X,151.478,18046.23,39.9,7.0,-X+-Z+-Y++X,145.041,18088.38,38.4,4.4,-X++Z+-Y++X,145.370
159,10x15_nadir,97.60,550,9.50,1140,7208.0,34.2,+X,54.8,25486.58,44.1,21.7,-Y+-X+-Z++Z,204.659,19039.68,34.6,18.6,-Y+-Z++Z++X,153.170,25308.20,44.0,23.2,-Y+-X+-Z++Z,203.248,16639.37,28.0,14.8,-X+-Z++Z++X,134.013,22566.63,44.0,25.9,-Y+-X+-Z++X,181.342,22606.93,42.5,21.3,-Y+-X++Z++X,181.638
160,10x15_nadir,97.90,550,14.00,1142,7204.0,33.3,+X,54.8,25782.98,46.4,21.6,+Y+-X++Z+-Z,207.000,19685.40,38.8,19.3,+Y++Z+-Z++X,158.291,16175.21,28.4,14.3,-X++Z+-Z++X,130.289,25603.97,46.3,23.1,+Y+-X++Z+-Z,205.584,23003.05,47.0,25.7,+Y+-X+-Z++X,184.794,23041.13,45.6,20.9,+Y+-X++Z++X,185.068
161,10x10_nadir,97.60,550,14.00,1139,7204.0,34.8,+Z,54.5,21396.83,37.3,19.0,-Y+-X+-Z++Z,171.998,21448.92,35.7,15.8,-Y++X+-Z++Z,172.403,25948.62,43.7,22.7,-Y+-X++X+-Z,208.370,17949.09,27.6,13.1,-X++X+-Z++Z,144.479,25976.77,45.6,22.1,-Y+-X++X+-Z,208.565,21515.70,39.3,20.7,-Y+-X++X++Z,172.942
162,10x10_nadir,97.90,600,11.00,1197,8096.0,36.3,+Z,54.4,17116.02,30.7,3.6,-X+-Z++Y++Z,137.680,17167.53,25.1,0.2,+X+-Z++Y++Z,138.128,19811.53,28.1,12.6,-X++X+-Z++Z,159.367,22446.85,33.2,12.0,-X++X+-Z++Y,180.380,22491.30,34.5,10.5,-X++X+-Z++Y,180.704,17149.77,27.3,5.5,-X++X++Y++Z,138.012
163,10x15_nadir,98.80,600,12.50,1203,8060.0,33.0,+X,54.3,24914.60,48.0,11.5,+Y+-X+-Z++Z,199.931,18484.62,42.9,4.2,+Y+-Z++Z++X,148.483,16857.80,28.1,13.7,-X+-Z++Z++X,135.747,24733.74,47.7,15.0,+Y+-X+-Z++Z,198.524,22015.04,49.7,13.7,+Y+-X+-Z++X,176.736,22052.74,48.3,11.4,+Y+-X++Z++X,177.032
164,10x10_nadir,97.60,600,11.50,1195,8022.0,36.3,+Z,54.3,16969.88,29.0,4.9,-X+-Z++Y++Z,136.546,17021.23,24.2,1.6,+X+-Z++Y++Z,136.983,19850.95,27.7,12.8,-X++X+-Z++Z,159.690,22320.68,33.8,13.2,-X++X+-Z++Y,179.375,22365.66,35.1,11.7,-X++X+-Z++Y,179.704,17000.31,26.2,6.9,-X++X++Y++Z,136.844
165,10x15_nadir,98.20,600,10.00,1203,8076.0,35.7,+X,54.0,23132.20,40.7,11.8,-X+-Y+-Z++Z,185.767,15522.68,29.8,4.6,-Y+-Z++Z++X,124.955,22952.47,40.8,15.4,-X+-Y+-Z++Z,184.364,18339.38,28.2,14.8,-X+-Z++Z++X,147.610,19765.11,40.1,14.1,-X+-Y+-Z++X,158.861,19808.35,38.9,11.7,-X+-Y++Z++X,159.198
166,10x15_nadir,98.50,600,12.50,1202,8060.0,34.7,+X,53.8,24136.66,44.3,11.4,-X++Y+-Z++Z,193.754,17055.06,35.5,4.2,+Y+-Z++Z++X,137.139,17683.15,28.1,14.5,-X+-Z++Z++X,142.359,23957.01,44.2,15.0,-X++Y+-Z++Z,192.354,20972.66,44.4,13.7,-X++Y+-Z++X,168.463,21014.12,43.0,11.4,-X++Y++Z++X,168.789
167,10x10_nadir,98.50,550,13.50,1146,7226.0,29.6,+Z,53.8,23417.36,50.9,17.3,-Y+-X+-Z++Z,187.975,23454.40,48.6,13.8,-Y++X+-Z++Z,188.266,27154.24,52.1,19.6,-Y+-X++X+-Z,217.878,15952.72,28.0,11.6,-X++X+-Z++Z,128.488,27180.23,54.1,18.9,-Y+-X++X+-Z,218.054,23733.39,53.9,18.1,-Y+-X++X++Z,190.474
168,10x15_nadir,98.20,650,11.50,1249,8920.0,36.0,+X,53.7,19664.29,30.1,4.6,-X+-Z++Z+-Y,158.083,11325.72,23.4,-3.2,-Z++Z+-Y++X,91.382,19500.39,28.5,8.5,-X+-Z++Z+-Y,156.831,19268.00,27.8,13.0,-X+-Z++Z++X,155.026,16022.14,30.3,7.0,-X+-Z+-Y++X,128.968,16063.33,26.4,4.4,-X++Z+-Y++X,129.320
169,10x15_nadir,97.60,600,13.00,1195,8028.0,36.2,+X,53.7,21951.44,33.5,10.5,-X+-Z++Z++Y,176.397,13943.18,24.1,3.1,-Z++Z++Y++X,112.375,18793.87,28.4,14.6,-X+-Z++Z++X,151.242,21771.33,34.1,14.1,-X+-Z++Z++Y,174.985,18435.19,32.2,12.7,-X+-Z++Y++X,148.307,18478.34,31.6,10.4,-X++Z++Y++X,148.635
170,10x15_nadir,97.60,550,14.00,1139,7204.0,34.8,+X,53.6,25068.03,43.9,21.6,+Y+-X+-Z++Z,201.311,18310.23,34.4,17.0,+Y+-Z++Z++X,147.322,17047.76,28.4,14.9,-X+-Z++Z++X,137.276,24889.66,43.8,23.1,+Y+-X+-Z++Z,199.900,22028.36,43.8,25.0,+Y+-X+-Z++X,177.029,22070.16,42.2,21.0,+Y+-X++Z++X,177.343
171,10x10_nadir,98.20,550,13.50,1144,7206.0,33.0,+Z,53.5,22327.60,42.5,17.3,-Y+-X+-Z++Z,179.363,22373.99,41.0,14.2,-Y++X+-Z++Z,179.721,26523.39,47.1,20.4,-Y+-X++X+-Z,212.902,17018.00,28.0,11.7,-X++X+-Z++Z,137.012,26549.74,49.1,19.8,-Y+-X++X+-Z,213.083,22541.23,45.0,18.9,-Y+-X++X++Z,181.057
172,10x15_nadir,98.20,600,12.50,1195,8052.0,35.7,+X,53.4,23121.57,39.7,11.4,-X++Y++Z+-Z,185.690,15509.30,28.4,4.2,+Y++Z+-Z++X,124.861,18342.08,28.1,14.7,-X++Z+-Z++X,147.632,22941.84,39.9,15.0,-X++Y++Z+-Z,184.286,19753.34,38.9,13.7,-X++Y+-Z++X,158.777,19796.63,37.8,11.3,-X++Y++Z++X,159.114
173,10x15_nadir,97.60,650,12.50,1248,8914.0,36.0,+X,53.4,19500.11,30.1,4.6,-X+-Z++Z++Y,156.770,11136.58,23.4,-3.2,-Z++Z++X++Y,89.869,19289.01,27.8,13.0,-X+-Z++Z++X,155.194,19284.49,27.9,13.0,-X+-Z++Z++X,155.156,15848.79,30.3,7.0,-X+-Z++X++Y,127.582,15889.41,26.6,4.4,-X++Z++X++Y,127.927
174,10x10_nadir,98.50,500,14.00,1086,6386.0,18.6,+Z,53.1,25685.74,60.1,22.6,-Y+-X+-Z++Z,206.061,25700.03,58.8,16.3,-Y++X+-Z++Z,206.129,28350.38,58.0,21.7,-Y+-X++X+-Z,227.395,13582.04,27.9,11.8,-X++X+-Z++Z,109.525,28374.36,59.5,21.0,-Y+-X++X+-Z,227.561,26007.79,64.1,20.3,-Y+-X++X++Z,208.565
175,10x10_nadir,97.60,550,10.00,1143,7182.0,35.4,+Z,53.1,20727.92,34.6,16.0,+Y+-X+-Z++Z,166.651,20781.18,33.4,12.9,+Y++X+-Z++Z,167.061,18349.34,26.9,14.0,-X++X+-Z++Z,147.699,25440.34,41.9,20.7,+Y+-X++X+-Z,204.306,25470.70,43.7,20.1,+Y+-X++X+-Z,204.521,20806.63,36.5,17.8,+Y+-X++X++Z,167.275
176,10x10_nadir,98.50,600,9.50,1200,8064.0,35.4,+Z,53.1,18975.88,36.8,5.3,-X++Y+-Z++Z,152.500,19027.47,35.2,1.8,+X++Y+-Z++Z,152.897,19117.68,27.5,12.9,-X++X+-Z++Z,153.827,23990.37,43.1,13.4,-X++X++Y+-Z,192.618,24028.50,44.9,11.9,-X++X++Y+-Z,192.885,19073.17,38.7,7.2,-X++X++Y++Z,153.274
177,10x15_nadir,97.90,600,12.50,1197,8060.0,36.2,+X,53.1,21798.23,34.3,10.0,-X+-Z++Z++Y,175.158,13766.30,23.4,2.5,-Z++Z++Y++X,110.963,18812.12,28.1,14.5,-X+-Z++Z++X,151.390,21618.16,34.8,13.7,-X+-Z++Z++Y,173.747,18273.45,33.0,12.3,-X+-Z++Y++X,146.998,18316.38,32.4,10.0,-X++Z++Y++X,147.326
178,10x10_nadir,97.90,550,9.50,1148,7224.0,35.2,+Z,53.0,20758.27,37.4,14.8,+Y+-X+-Z++Z,166.848,20810.88,35.7,11.7,+Y++X+-Z++Z,167.257,18255.51,27.8,13.0,+X+-X+-Z++Z,146.927,25439.00,43.8,21.6,+Y++X+-X+-Z,204.281,25469.37,45.6,20.4,+Y++X+-X+-Z,204.488,20846.95,39.3,16.6,+Y++X+-X++Z,167.550
179,10x15_nadir,98.50,550,13.50,1146,7226.0,29.6,+X,52.7,26246.88,53.1,18.5,+Y+-X+-Z++Z,210.596,21027.06,52.2,15.2,+Y+-Z++Z++X,168.816,15122.01,28.7,14.0,-X+-Z++Z++X,121.857,26063.00,52.6,20.0,+Y+-X+-Z++Z,209.146,23863.12,57.3,22.4,+Y+-X+-Z++X,191.513,23893.02,55.3,17.6,+Y+-X++Z++X,191.729
180,10x10_nadir,98.80,550,13.00,1152,7238.0,27.4,+Z,52.7,23513.73,59.4,13.2,-Y+-X+-Z++Z,188.599,23545.50,58.0,10.0,-Y++X+-Z++Z,188.838,27138.34,57.2,18.5,-Y+-X++X+-Z,217.676,15876.59,28.0,11.6,-X++X+-Z++Z,127.878,27166.51,58.8,17.8,-Y+-X++X+-Z,217.875,23822.82,63.4,14.9,-Y+-X++X++Z,191.039
181,10x15_nadir,98.20,550,13.50,1144,7206.0,33.0,+X,52.6,25630.72,47.7,19.4,+Y+-X+-Z++Z,205.744,19558.71,41.5,15.2,+Y+-Z++Z++X,157.203,16137.20,28.7,13.8,-X+-Z++Z++X,129.977,25451.06,47.5,20.8,+Y+-X+-Z++Z,204.324,22867.18,48.9,23.2,+Y+-X+-Z++X,183.658,22904.35,47.4,18.4,+Y+-X++Z++X,183.927
182,10x10_nadir,97.90,550,13.50,1139,7182.0,34.8,+Z,52.4,21278.56,37.7,16.8,-Y+-X+-Z++Z,171.026,21330.13,36.2,13.8,-Y++X+-Z++Z,171.426,25834.12,43.9,20.4,-Y+-X++X+-Z,207.429,17945.20,28.0,13.0,-X++X+-Z++Z,144.442,25862.82,45.8,19.8,-Y+-X++X+-Z,207.629,21398.33,39.6,18.6,-Y+-X++X++Z,171.977
183,10x10_nadir,98.50,550,13.00,1148,7244.0,32.5,+Z,52.3,22155.47,45.8,13.2,-Y+-X+-Z++Z,177.903,22199.70,43.7,10.0,-Y++X+-Z++Z,178.251,26320.11,48.9,19.4,-Y+-X++X+-Z,211.243,16932.16,28.1,11.7,-X++X+-Z++Z,136.323,26347.84,50.8,18.7,-Y+-X++X+-Z,211.434,22377.62,48.6,15.0,-Y+-X++X++Z,179.663
184,10x15_nadir,97.60,550,10.00,1143,7182.0,35.4,+X,52.2,24563.06,41.8,19.5,-Y+-X+-Z++Z,197.277,17498.18,31.1,13.8,-Y+-Z++Z++X,140.834,24384.56,41.9,21.0,-Y+-X+-Z++Z,195.863,17442.70,28.1,15.7,-X+-Z++Z++X,140.447,21406.48,41.3,22.2,-Y+-X+-Z++X,172.057,21449.37,40.1,18.7,-Y+-X++Z++X,172.381
